Job Title,Company,Location,Salary,Requirements,Date Posted,Remote,Link
"Engineering Manager, Data & Analytics, India – ED&A ICC",Nike,"Bengaluru, Karnataka",N/A,"Experience working with data compute technologies like EMR, Data Bricks etc.
Experience architecting and building data products using batch and streaming…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ad361a08bee10e64&fccid=2c62e4de04b8f952&vjs=3
"Senior Product Developer ( AI, ML)",Epicor Software Corporation,"Bengaluru, Karnataka",N/A,"Experience setting up the data pipeline.
And knowledge of data trend analysis a plus.
Epicor Software is a global technology leader dedicated to helping.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ae27ff07f80968d5&fccid=6f2e75d1b693ed90&vjs=3
Senior Analytics Platform Engineer,TE Connectivity,"Bengaluru, Karnataka",N/A,"Working with data scientists, BI team and customer to plan and manage.
Strong RDBMS and data modelling skills.
Proactive monitoring of the environment.",7 days ago, - ,https://in.indeed.com/rc/clk?jk=8bffbdde4c81281c&fccid=adb7c04d7caa1bd2&vjs=3
ANALYTICS CONSULTANT- SALES ANALYTICS,Inference Labs,"Bengaluru, Karnataka",N/A,"Demonstrated abilities to spot issues with customer data and propose alternate approaches to mitigate the problems.
High SQL and Excel proficiency (Mandatory).",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b677457e6a8d93ab&fccid=07f7ca87ab21d34c&vjs=3
Machine Learning Engineer,ALSTOM,"Bengaluru, Karnataka",N/A,"Experience in data mining, Text Mining, working and creating data architectures.
Design and develop data-driven analysis, models for importing of text document,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8cc92b6b7bd45e97&fccid=70bbeb2771f8c8e7&vjs=3
Associate Manager-People Analytics,MiQ Digital,"Bengaluru, Karnataka",N/A,"Ensure that any data activities are in alignment with data privacy standards.
Own Data operations in creating and managing standards for acquisition,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=be7a67e6f9842d3f&fccid=19393daddd5b324a&vjs=3
"Program Manager I, ACES - Amazon Vision Operations Center",ADCI - Karnataka,"Bengaluru, Karnataka",N/A,"Exposure to data modelling or data science as a part of work initiatives.
Lead data collection, time studies, and other data analysis as part of continuous…",12 days ago, - ,https://in.indeed.com/rc/clk?jk=6cc15473f6f6b4ce&fccid=fe2d21eef233e94a&vjs=3
"Java8, Kafka Streams, Machine Learning, AI Developer",Augusta Infotech,"Bengaluru, Karnataka",N/A,"Build configurable data pipeline based on Kafka Streams/KSQL to ingest bulk and real time stream data.
5+ years of hands on Java development with 2 years in…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=47d7de9ee8c2f4da&fccid=a8c41289ee0a438c&vjs=3
Senior Machine Learning Engineer,Compass,"Bengaluru, Karnataka",N/A,"Build, develop and scale our machine learning infrastructure that powers data science and AI features.
Leveraging the data-rich features of the real estate…",30+ days ago,Remote,https://in.indeed.com/rc/clk?jk=c09d92f10eb959db&fccid=3944dc0afa53bf7b&vjs=3
Principle Engineer (AI/ML),Availity India,"Bengaluru, Karnataka",N/A,"You at a minimum, possess a bachelor's degree in Engineering / Technology.
Master’s degree in Computer Science a plus.
Exposure to TensorFlow, Keras is a plus.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=5784afecd580412c&fccid=93dd5129e813c547&vjs=3
Data Engineer Leader Cloud & Big Data Analytics,NatWest Group,"Bengaluru, Karnataka",N/A,"Experience of ETL technical design, automated data quality testing, QA and documentation, data warehousing, data modelling and data wrangling.",5 days ago, - ,https://in.indeed.com/rc/clk?jk=c1cf1b59a4ab7e92&fccid=4a3a2b1eb3ec0691&vjs=3
"Senior Advisor, E-Business Analytics",Dell Technologies,"Bengaluru, Karnataka",N/A,"Work with data scientist teams to bring together UX, marketing, sales data sources for increasingly single view of customer and processes around accessing it e…",29 days ago, - ,https://in.indeed.com/rc/clk?jk=80e373b10a00ef62&fccid=dd09fe3b43125016&vjs=3
Data Engineer : Big Data [ Pan India],Transgnx HR Solutions Private Limited,"Bengaluru, Karnataka","₹10,00,000 - ₹15,00,000 a year","Experience in any data mining, business analytics, data science or data scientist role.
Help build a data driven organization where decision making is pivoted…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b1a61e22477a5f93&fccid=fb4c74a77785c0bd&vjs=3
Technical Lead (Machine Learning),Soroco,"Bengaluru, Karnataka",N/A,"Experience with data modeling with generative and discriminative models.
Analyze client data and estimate the efficacy of machine learning algorithms for…",3 days ago, - ,https://in.indeed.com/rc/clk?jk=3a3f375d70b979b2&fccid=6ca88ff46e4be5b7&vjs=3
Decision Scientist- Customer Analytics- Bangalore,GO-JEK,"Bengaluru, Karnataka",N/A,Able to tell a coherent data narrative using visualization tools and able to set best practices in data visualization to convey a product insight through…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=302ed9eb8f612862&fccid=35c79097c1f63f3d&vjs=3
Senior Solution Architect - AI,NVIDIA,"Bengaluru, Karnataka",N/A,"Do you want to be part of the team that brings Artificial Intelligence (AI) technology to use in the field?
What you’ll be doing:
What we need to see:",3 days ago, - ,https://in.indeed.com/rc/clk?jk=930148e889238cf9&fccid=c267f29f0f85e8b8&vjs=3
Group Manager - Retail Consultant - Analytics,WNS India,"Bengaluru, Karnataka",N/A,Should be able to convert mathematical/ statistics-based research/ academic literature into sustainable data science solutions.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=2be76f9bcf465136&fccid=96062d983fcdce01&vjs=3
Senior Software Engineer (Machine Learning ),Soroco,"Bengaluru, Karnataka",N/A,"Experience with data modeling with generative and discriminative models.
The senior leadership includes a former founder of a VC/hedge fund, a computer…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=082bf6af21469bbb&fccid=6ca88ff46e4be5b7&vjs=3
Deep Learning Platform Software Engineer/Architect,Intel,"Bengaluru, Karnataka",N/A,"Experience of working on Complex SOC's SW Stack, Ability to understand Hardware Features from data sheets.
The candidate will be expected to design, develop and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=200860bd51a32260&fccid=f1374be6a45f4b8a&vjs=3
Applied Scientist,Amazon Dev Center India - Hyd,"Bengaluru, Karnataka",N/A,"Strong communication and data presentation skills.
Use machine learning, data mining and statistical techniques to create new, scalable solutions for business…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a644d707b4b0d1bd&fccid=fe2d21eef233e94a&vjs=3
CIEL/SEL/15056: Statistical Data Analyst,CIEL HR Services,"Bengaluru, Karnataka",N/A," Familiarity with relational databases, query languages, data preparation, and data visualization.
Customers better understand their data and improve outcomes.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=40ecd4e0121b07e3&fccid=2b1e42f645eeaf1e&vjs=3
Deputy Manager - Analytics(REF3008F),WNS India,"Bengaluru, Karnataka",N/A,Should be able to convert mathematical/ statistics-based research/ academic literature into sustainable data science solutions.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1467001a0680448b&fccid=96062d983fcdce01&vjs=3
Senior Advisor - Ecommerce Analytics,Dell Technologies,"Bengaluru, Karnataka",N/A,"Person in this role is expected to use analytics techniques such as statistical analysis using OLAP cubes, SQL / Teradata, Power Bi, Hadoop and other big data…",29 days ago, - ,https://in.indeed.com/rc/clk?jk=4fde46619421aab4&fccid=dd09fe3b43125016&vjs=3
Assistant Vice President – Analytics,Genpact,"Bengaluru, Karnataka",N/A,"Solid understanding of data mining principles: predictive analytics, mapping, collecting data from multiple data systems on premises and cloud-based data…",19 days ago, - ,https://in.indeed.com/rc/clk?jk=bee5a0bfd7e77440&fccid=afe30394bfba1470&vjs=3
Machine Learning & AI Researcher,Archeron Group,"Bengaluru, Karnataka",N/A,"We also welcome Ph.D.’s, Postdoctoral researchers, mathematicians & computer scientists to our organization’s elite AI team.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=38b78b7a3d68dc7b&fccid=2ceafa56659b2e6a&vjs=3
Systems Engineer for CVML (Computer Vision and Machine Learn...,Ittiam,"Bengaluru, Karnataka",N/A,Profile: The prospective candidate would be part of the Cognitive Media Technologies team at Ittiam that works in the areas of visual and data analytics…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6e8974d590a0ea27&fccid=0c137efb6a0b974b&vjs=3
Cloud Engineer for CVML (Computer Vision and Machine Learnin...,Ittiam,"Bengaluru, Karnataka",N/A,"Design and development of data processing pipeline.
Profile: The prospective candidate would be part of the Cognitive Media Technologies team at Ittiam that…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=0ddf349a402a5e59&fccid=0c137efb6a0b974b&vjs=3
Senior Manager / Associate Principal - Analytics Delivery,Tredence,"Bengaluru, Karnataka",N/A,"An established career in Analytics, OR a proven desire to build a career in Analytics any academic course data science, Kaggle record, certifications.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b81d4e29bfeaf5a8&fccid=d09878b895240545&vjs=3
Director- Big data and Machine Learning,Michael Page,"Bengaluru, Karnataka",N/A,"As Director- Big data and Machine Learning, you will:
As a successful candidate for Director- Big data and Machine Learning, you should have:",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e2f3d42800406379&fccid=77087bd1709a8148&vjs=3
Head of the Department- Artificial Intelligence & Machine Le...,New Horizon College of Engineering,"Bengaluru, Karnataka","₹70,000 a month","Lead, manage, and develop the department to ensure it achieves the highest possible standards of excellence in all its activities.",30+ days ago, - ,https://in.indeed.com/company/NEW-HORIZON-COLLEGE-OF-ENGINEERING/jobs/Head-Department-1089c423797191e4?fccid=68e83b99d764be98&vjs=3
AI Technical Product Manager - RAN,Ericsson,"Bengaluru, Karnataka",N/A,"Translating business problem (with relevant business metrics) into data science problem.
Detailed end-to-end solution requirements, including for data access…",4 days ago, - ,https://in.indeed.com/rc/clk?jk=21d056ca1ff1f0a9&fccid=82656d64a9a3e6a7&vjs=3
VP Big Data Cloud Engineer,Standard Chartered,"Bengaluru, Karnataka",N/A,"Exposure to data pipelines, architectures and data sets.
Keep our data separated and secure across national boundaries through multiple data-center.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=33e77b79f37b808a&fccid=5249cd8e17163cb5&vjs=3
Senior Analyst- Analytics Technology,Infosys Limited,"Bengaluru, Karnataka",N/A,"Basic understanding of data warehouse architecture,.
Leverages advanced knowledge and experience and translates into a hands-on application to provide solution…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7863e9be021d5bf9&fccid=c67533a523c83a4c&vjs=3
Senior Member of Technical Staff - SMTS,Athenahealth,"Bengaluru, Karnataka",N/A,"We are looking for software engineers with experience building cloud-based software and data analytics platforms, as well as data scientists experienced in…",15 days ago, - ,https://in.indeed.com/rc/clk?jk=7f40be54a52d4652&fccid=ca123abbc3ea79a0&vjs=3
Sr Data Scientist,Morgan Stanley,"Bengaluru, Karnataka",N/A,"Explore new data sources and data.
Understanding of data structures, data modeling and software architecture.
Perform data analysis (statistical and otherwise),…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e0a40818cbd3effd&fccid=0c39fb2c91742dcf&vjs=3
Specialized Analytics Intmd Analyst,Citi,"Bengaluru, Karnataka",N/A,"Responsible for documenting data requirements, data collection / processing / cleaning, and exploratory data analysis; which may include utilizing statistical…",26 days ago, - ,https://in.indeed.com/rc/clk?jk=5bc9af2613f4d4b9&fccid=5bcd1ef0a7f4fb99&vjs=3
Software Engineer - AI/ML Engineer(Java/Python),"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",N/A,"Good to have Big data - Spark, scala, HiveJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of…",Today, - ,https://in.indeed.com/rc/clk?jk=138fafb0d37032b0&fccid=aaf3b433897ea465&vjs=3
ANALYTICS CONSULTANT,Ripples India,"Bengaluru, Karnataka","₹14,00,000 - ₹20,00,000 a year",5000 and we continue to set ourselves apart from our competitors by attracting the greatest talent in the data analytics and data science space.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6353b4c819043ea0&fccid=665339de7801520f&vjs=3
Principal Machine Learning Engineer,Ericsson,"Bengaluru, Karnataka",N/A,"Sound knowledge in algorithms and data structures, especially for handling large-scale data.
ML & data pipeline and workflow management tools: Azkaban, Luigi,…",1 day ago, - ,https://in.indeed.com/rc/clk?jk=64110292542b1a2f&fccid=82656d64a9a3e6a7&vjs=3
Technical Product Manager (Machine Learning),Sandvine,"Bengaluru, Karnataka",N/A,"Willingness to be an evangelist for the accuracy of our traffic classification and data accuracy, throughout all products and platforms within the company and…",30+ days ago,Remote,https://in.indeed.com/rc/clk?jk=6bebf01df3842351&fccid=4e7fb77b1d807196&vjs=3
Data Science/ Scientist - Python/ Deep Learning,Shri TirupatiI Balaji Education Foundation,"Bengaluru, Karnataka",N/A,"Candidate will be trained during job for 5 months and then placed in MNC,s.
This can be done online.
Candidates from batch 2018, 2019, 2020 are preferred.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=76a5d5ac70801641&fccid=029a9fc434ec1c1f&vjs=3
Full Stack Kernel (Deep Learning Engineer),Intel,"Bengaluru, Karnataka",N/A,"You will be working on cutting edge problems in Deep Learning for Intel AI Accelerator SW Stack in a fast paced, dynamic and startup-like environment.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ad699fc07aa1548c&fccid=f1374be6a45f4b8a&vjs=3
Machine Learning,skilora,"Bengaluru, Karnataka",N/A,"All the data collected from the users would be used only for recruitment purposes.
Industry:IT-Software / Software Services.",22 days ago, - ,https://in.indeed.com/rc/clk?jk=57ed816e5620893b&fccid=f74c40d50fb54046&vjs=3
Senior Manager - Advance Analytics,Genpact,"Bengaluru, Karnataka",N/A,"People Leadership – Lead a team of analysts, data engineers and data scientists to build a high-performance and innovative team & Chart the right learning &…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=0fe05700168dda75&fccid=afe30394bfba1470&vjs=3
Lead- Python (Data Science),Infosys Limited,"Bengaluru, Karnataka",N/A,"A day in the life of an Infoscion.
As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue…",28 days ago, - ,https://in.indeed.com/rc/clk?jk=28ae27433a3c05e9&fccid=c67533a523c83a4c&vjs=3
Qlik Sense-Senior Business Analytics Architect,Merck KGaA,"Bengaluru, Karnataka",N/A,"You have a deep knowledge on data profiling, data modelling and data visualizations especially using Qlik technologies.
Shift timing: 1:30 pm – 10:30 pm.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7ed840816fc553ac&fccid=68d0e0954a811351&vjs=3
Data Scientist,Thoucentric,"Bengaluru, Karnataka",N/A,"4-6 years’ experience in data science/Analytics roles.
Develop and maintain robust data processing pipelines and reproducible modelling pipelines.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e8c0b8bdc52acddf&fccid=deadcc7ca64ae08b&vjs=3
"Principal, Applied Scientist",ADCI - Karnataka,"Bengaluru, Karnataka",N/A,"Strong Computer Science fundamentals in data structures, algorithm design, and statistics.
As a Principal Applied Scientist, you will lead scientists and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=47acd49306662ade&fccid=fe2d21eef233e94a&vjs=3
Data Scientist,Lera Technologies Private Limited,"Bengaluru, Karnataka",N/A,"Ability to work with containerised solutions: Docker/Compose/Swarm/Kubernetes.
Unit testing, Test driven development practice.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6f27305cc0c5ccda&fccid=2b278dde3641a620&vjs=3
Sr. Deep Learning R&D Engineer (Compilers),Intel,"Bengaluru, Karnataka",N/A,"We are looking for a dynamic compiler engineer to design, develop and optimize for performance, of compilers for Intel’s deep learning accelerators.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=0bec450638f8d20f&fccid=f1374be6a45f4b8a&vjs=3
AI Services Product Manager-JoinOCI,Oracle,"Bengaluru, Karnataka",N/A,"You will partner closely with our engineering, data science, research, UX, field & marketing to build a product that customers need and love.",21 days ago, - ,https://in.indeed.com/rc/clk?jk=e58546e9554db54e&fccid=cd22d01053af7669&vjs=3
"Head of Analytics, Amazon Fashion",ASSPL - Karnataka,"Bengaluru, Karnataka",N/A,Collaborating with data engineering team to implement analytics systems and data structures to support large-scale data analysis and delivery of machine…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a165ec573f34c8e9&fccid=fe2d21eef233e94a&vjs=3
Senior Machine Learning Solutions Engineer - Digital Applied...,Wabtec,"Bengaluru, Karnataka",N/A,Work closely with the DAI data scientists to build and deploy highly scalable AI solutions that drive business value for our business units and customers.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1173a678afb8c8d6&fccid=4f4e9de46f588f62&vjs=3
Technical Product Manager - Machine Learning,EagleView,"Bengaluru, Karnataka",N/A,"Leads requirement gathering effort for complex projects delivering innovative workflow solutions for our customers — partnering with product management,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=c9c20b8d2b9ec8f6&fccid=3f11836ada2d0e87&vjs=3
Analyst (Data Science),Bloom Consulting Services,"Bengaluru, Karnataka",N/A,"The Python data science stack.
Strong experience using Python -(Mandatory)data science stack (Pandas, Sci-kit learn, Statsmodels, etc.).",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=89c662ccec827b9a&fccid=6742d0c4775028dd&vjs=3
Data Modeler - RDBMS/Machine Learning (ML),FRATITUDE Talent Advisors,"Kamakshipalya, Bengaluru, Karnataka",N/A,"Experience with data warehouse, data lake, and enterprise big data platforms in multi-data-center contexts required.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6342329609ab142c&fccid=eaf87f83260744de&vjs=3
Principal Machine Learning Engineer,CareerXperts,"Bengaluru, Karnataka",N/A,"Collect relevant data from production systems/Use crawling and parsing infrastructure to put together data sets.
What We’re Looking For.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8433afef02b814a6&fccid=b7b641e3cd525101&vjs=3
Developer/​​​​​​​Machine Learning Engineer (Java/Python),SAP,"Bengaluru, Karnataka",N/A,"Closely work with Product Management, data scientists to translate customer requests into useful product functionality.
Employment Type: Regular Full Time.",29 days ago, - ,https://in.indeed.com/rc/clk?jk=bc32af0d33350243&fccid=156c7820d1988640&vjs=3
Deep Learning Linux Device Driver,Intel,"Bengaluru, Karnataka",N/A,"The candidate will be expected to design, develop and debug Linux based system Software for AI data center product line.
Strong understanding of Linux Kernel.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ea55468028648005&fccid=f1374be6a45f4b8a&vjs=3
Software Engineer Staff / AI Driven Enterprise (AIDE),Juniper Networks,"Bengaluru, Karnataka",N/A,"Familiar with machine learning, data science.
Develop software for AIDE's real-time data pipeline and batch processing.
Proficiency in Go and/or Java.",5 days ago, - ,https://in.indeed.com/rc/clk?jk=e0ce4ccd4d877993&fccid=e9e363d6332bc1cd&vjs=3
Data Engineer - Analytics,Oracle,"Bengaluru, Karnataka",N/A,"Design, build and maintain data warehouse, organize data into subject areas, understand data consumption and data visualization components using core Oracle…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=46f9c500fe517b4b&fccid=cd22d01053af7669&vjs=3
Deep Learning Engineer,Radius AI,"Bengaluru, Karnataka","₹30,00,000 a year","You are driven and passionate about data and making a difference.
You will work with state-of-the-art technologies at the interface between our engineering and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=47e5cef4d5ed20b4&fccid=76cdf0c39f5452c9&vjs=3
"LEAD DATA ENGINEER, ANALYTICS",Ralph Lauren,"Bengaluru, Karnataka",N/A,"The engineer will be required to train counterparts such as data scientists, data analysts, LOB users or any data consumers in these data pipelining and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=2c6ba361bc877405&fccid=535de7c767791408&vjs=3
Staff Software Engineer (Data Science),Citrix,"Bengaluru, Karnataka",N/A,"Experience in effective data exploration and visualization (e.g. Excel, Power BI, Tableau, Qlik, etc.).
We believe work is not a place, but rather a thing you…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=bf3b93aa454c624b&fccid=3c41eea00c4f384f&vjs=3
