Car name,Description,Mileage,Price,Colour,Link
2017 Nissan Leaf,"S ( BAS KILO 22725KM, CHARGE RAPIDE !!","22,725KM","$16,750",Blanc,https://www.carpages.ca/used-cars/quebec/st-constant/2017-nissan-leaf-4168005/
2017 Nissan Leaf,S (BAS KILO 35850KM) CHARGE RAPIDE,"35,850KM","$15,995",Blanc,https://www.carpages.ca/used-cars/quebec/st-constant/2017-nissan-leaf-4167843/
2014 Toyota Prius c,Technology @ PREMIUM PACKAGE,"65,121KM","$14,995",Black,https://www.carpages.ca/used-cars/alberta/edmonton/2014-toyota-prius-c-4144587/
2015 Chevrolet Volt,Hybrid,"134,834KM","$11,990",Grey,https://www.carpages.ca/used-cars/ontario/kingston/2015-chevrolet-volt-4077207/
2017 Nissan Leaf,"S (BAS KILO 24400KM,CHARGE RAPIDE!)","24,400KM","$16,750",Blanc,https://www.carpages.ca/used-cars/quebec/st-constant/2017-nissan-leaf-4061451/
2016 Nissan Leaf,S (BAS KILO 48000KM) CHARGE RAPIDE,"48,000KM","$13,495",Blanc,https://www.carpages.ca/used-cars/quebec/st-constant/2016-nissan-leaf-4040598/
2017 Ford Fusion,SE LUXURY,"27,804KM","$23,995",Burgundy,https://www.carpages.ca/used-cars/ontario/hamilton/2017-ford-fusion-4026201/
2019 Lexus UX,250h F Sport Series 2,"12,920KM","$43,888",Ultra White,https://www.carpages.ca/new-cars/alberta/edmonton/2019-lexus-ux-4019148/
2019 Lexus UX,250h F Sport Series 2,"14,450KM","$45,900",Ultrasonic Blue Mica 2.0,https://www.carpages.ca/used-cars/alberta/edmonton/2019-lexus-ux-4019127/
2020 Toyota Highlander,Hybrid LE  -  Android Auto - $313 B/W,CALL,"$47,957",Mag Grey Metallic,https://www.carpages.ca/new-cars/ontario/ottawa/2020-toyota-highlander-4001283/
2016 Nissan Leaf,"S ( BAS KILO 47630KM,CHARGE RAPIDE)","47,630KM","$13,495",Brun,https://www.carpages.ca/used-cars/quebec/st-constant/2016-nissan-leaf-3998523/
2020 Honda Insight,Touring,CALL,"$33,845",Grey,https://www.carpages.ca/new-cars/british-columbia/vancouver/2020-honda-insight-3997734/
2016 Chevrolet Volt,*PREMIER*GPS*CUIR*HYBRIDE*,"140,336KM","$16,797",Blanc,https://www.carpages.ca/used-cars/quebec/quebec/2016-chevrolet-volt-3985446/
2019 Lexus ES 300,h Luxury Package,"16,050KM","$51,900",Moonbeam Beige Met,https://www.carpages.ca/used-cars/alberta/edmonton/2019-lexus-es-300-3960651/
2006 Lexus RX 400h,Navigation/Backup Camera/Bluetooth,"122,000KM","$9,995",Beige,https://www.carpages.ca/used-cars/ontario/ajax/2006-lexus-rx-400h-3935961/
2016 Chevrolet Volt,*PREMIER*GPS*CUIR*HYBRIDE*,"140,336KM","$16,797",Blanc,https://www.carpages.ca/used-cars/quebec/quebec/2016-chevrolet-volt-3923792/
2014 Kia Optima,EX | Panoramic Roof | Climate Control | Backup Cam,"107,929KM","$12,990",Silver,https://www.carpages.ca/used-cars/ontario/st-catharines/2014-kia-optima-3899789/
2013 Tesla Model S,85,"67,000KM","$47,995",Noir,https://www.carpages.ca/used-cars/quebec/st-eustache/2013-tesla-model-s-3862340/
2016 Acura RLX,"Sport Hybrid AWD w/WINTER TIRE PKG! Like New Condition, Navigation, Sunroof, Leather, & Much More!","76,000KM","$26,495",White,https://www.carpages.ca/used-cars/ontario/guelph/2016-acura-rlx-3854795/
2020 Toyota Highlander,Hybrid LE  -  Android Auto - $313 B/W,CALL,"$47,957",Clestl Silv Metallic,https://www.carpages.ca/new-cars/ontario/ottawa/2020-toyota-highlander-3822488/
2017 Ford Fusion,Hybrid SE|HYBRID|NAVIGATION|LEATHER|SUNROOF,"33,985KM","$18,890",Red,https://www.carpages.ca/used-cars/ontario/kitchener/2017-ford-fusion-3811970/
2020 Toyota Corolla,Hybrid,"5,688KM","$22,989",Celestite,https://www.carpages.ca/used-cars/new-brunswick/moncton/2020-toyota-corolla-3802475/
2019 Lexus RX,RX 450h Sunroof Navigation Backup Camera Blind Spot Heated and Ventilated Seats,"8,109KM","$55,998",Blue,https://www.carpages.ca/used-cars/ontario/thornhill/2019-lexus-rx-3743501/
2018 Ford Fusion,Energi SE FWD-FORD CPO! HYBRID/INCL TURBOCORD PORTABLE EV CHARGER!/Low Mileage/Remote Start/Reverse Camera/Nav/Bluetooth,"13,545KM","$22,000",Magnetic,https://www.carpages.ca/used-cars/ontario/hagersville/2018-ford-fusion-3732755/
2019 Ford F-150,XLT,"23,200KM","$46,799",White,https://www.carpages.ca/used-cars/ontario/embrun/2019-ford-f-150-3708134/
2019 Nissan Leaf,SV  - $274 B/W - Low Mileage,"8,900KM","$41,995",Pearl White,https://www.carpages.ca/used-cars/ontario/ottawa/2019-nissan-leaf-3643760/
2019 Ford Fusion,Hybrid Se,12KM,"$35,708",Grey,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-ford-fusion-3628139/
2010 Tesla Roadster,THE ORIGINAL TESLA ROADSTER!,"63,109KM","$89,950",Blue,https://www.carpages.ca/used-cars/ontario/burlington/2010-tesla-roadster-3626549/
2020 RAM 1500,"New Tradesman SXT 4x4 Backup Camera Bluetooth Power Windows 18""Alloy",7KM,"$37,968",Black,https://www.carpages.ca/new-cars/ontario/bolton/2020-ram-1500-3615341/
2012 Toyota Prius c,Electric Hybird,"94,000KM","$14,995",Blue,https://www.carpages.ca/used-cars/ontario/ajax/2012-toyota-prius-c-3461294/
2012 Honda Insight,"LX HYBRID, Like new Condition!!","47,541KM","$12,900",Blue,https://www.carpages.ca/used-cars/nova-scotia/truro/2012-honda-insight-3456992/
2018 Ford Fusion,Energi SE | LTHR | NAVI | B/U CAM | BLUETOOTH | HTD SEATS,"91,187KM","$15,950",SHADOW BLACK,https://www.carpages.ca/used-cars/ontario/georgetown/2018-ford-fusion-3428747/
2008 Ford Escape,HYBRID,"195,260KM","$7,998",Light Blue,https://www.carpages.ca/used-cars/ontario/toronto/2008-ford-escape-3414965/
2017 Lincoln MKZ,- 2.99% Financing | 6 Months Deferral - HYBRID - NAVI - SUNROOF - REVERSE CAM,"55,000KM","$24,988",Gold,https://www.carpages.ca/used-cars/ontario/oakville/2017-lincoln-mkz-3372838/
2015 Ford Focus,ELECTRIC - LIQUIDATION - EQUIPÉ - BAS KM,"41,462KM","$14,900",Blanc,https://www.carpages.ca/used-cars/quebec/drummondville/2015-ford-focus-3370331/
2014 Toyota Camry,XLE,"108,438KM","$16,295",Blue,https://www.carpages.ca/used-cars/ontario/nepean/2014-toyota-camry-3364517/
2011 Hyundai Sonata,HEV w/Premium,"155,595KM","$7,995",Grey,https://www.carpages.ca/used-cars/ontario/brampton/2011-hyundai-sonata-3328184/
2012 Hyundai Sonata,Hybrid  Navigation/Backup Camera,"179,000KM","$8,995",Light Blue,https://www.carpages.ca/used-cars/ontario/ajax/2012-hyundai-sonata-3320801/
2019 Honda Insight,"Touring GREAT ON GAS (HYBRID), EXTENDED WARRANTY, NO ACCIDENTS, LOW KM'S","11,322KM","$27,100",White,https://www.carpages.ca/used-cars/british-columbia/cranbrook/2019-honda-insight-3314798/
2019 Jaguar I-PACE,"$23,890 IN DEMO CAR SAVINGS!","25,000KM","$84,995",White,https://www.carpages.ca/new-cars/alberta/edmonton/2019-jaguar-i-pace-3300503/
2012 Chevrolet Volt,"FULLY LOADED,NAVI,LEATHER,NO ACCIDENT","157,000KM","$11,900",Silver,https://www.carpages.ca/used-cars/ontario/north-york/2012-chevrolet-volt-3229113/
2016 BMW i3,"Terra - Full leather , ZERO EMISSIONS","42,151KM","$25,000",Black,https://www.carpages.ca/used-cars/british-columbia/port-moody/2016-bmw-i3-3225589/
2021 Hyundai KONA,Electric EV Electrique Preffered ++  2.49%,812KM,"$34,400",Beige,https://www.carpages.ca/used-cars/quebec/longueuil/2021-hyundai-kona-3221615/
2015 Toyota Prius,c 5DR HB,"75,000KM","$15,900",White,https://www.carpages.ca/used-cars/ontario/north-york/2015-toyota-prius-3174607/
2011 Hyundai Sonata,HEV,"104,566KM","$13,818",Silver,https://www.carpages.ca/used-cars/british-columbia/duncan/2011-hyundai-sonata-3156526/
2009 Chevrolet Malibu,HYBRID,"119,859KM","$6,495",Silver,https://www.carpages.ca/used-cars/ontario/barrie/2009-chevrolet-malibu-2973003/
2018 Ford Focus,SEL,10KM,"$24,800",Ingot Silver Metallic,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2018-ford-focus-2892805/
2018 Ford F-150,King Ranch,10KM,"$61,600",SHADOW BLACK,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2018-ford-f-150-2892798/
2018 Ford Focus,SEL,10KM,"$24,800",SHADOW BLACK,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2018-ford-focus-2892767/
2018 Ford Focus,SEL,10KM,"$24,800",SHADOW BLACK,https://www.carpages.ca/new-cars/new-brunswick/fredericton/2018-ford-focus-2892759/
2009 Chevrolet Malibu,Hybrid Sunroof,"90,800KM","$10,900",Green,https://www.carpages.ca/used-cars/manitoba/winnipeg/2009-chevrolet-malibu-2845520/
2020 Porsche Cayenne,E-Hybrid,13KM,"$113,510",Quarzite Grey Metallic,https://www.carpages.ca/new-cars/nova-scotia/halifax/2020-porsche-cayenne-2697135/
2015 Tesla Model S,"P85D, ** SOLD**Tech PKG, Autop","32,990KM","$107,888",Black,https://www.carpages.ca/used-cars/manitoba/winnipeg/2015-tesla-model-s-2652705/
2013 Tesla Model S,P85,"151,025KM","$54,995",Noir,https://www.carpages.ca/used-cars/quebec/st-eustache/2013-tesla-model-s-2629203/
2016 Kia Soul,EV,"21,960KM","$21,995",Blanc,https://www.carpages.ca/used-cars/quebec/shawinigan/2016-kia-soul-2624424/
2014 Tesla Model S,"P85D, INSANE Mode, Navi, Pano","50,000KM","$92,888",Red,https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-tesla-model-s-2601949/
2014 Tesla Model S,"P85D *SOLD* AWD, Insane Mode,","67,985KM","$103,900",White,https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-tesla-model-s-2553498/
2013 Tesla Model S,"60, **SOLD** Pano Roof, two se","64,070KM","$64,980",Grey,https://www.carpages.ca/used-cars/manitoba/winnipeg/2013-tesla-model-s-2359499/
2011 Porsche Cayenne,"S HYBRID, 380HP, NAVI, SUNROOF, Premium","102,999KM","$24,800",Sand White,https://www.carpages.ca/used-cars/ontario/toronto/2011-porsche-cayenne-2268847/
2016 Tesla Model X,"P90D Insane Mode AWD, Autopilo","10,000KM","$158,888",Black,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-tesla-model-x-2261650/
2016 Tesla Model S,90D | **SOLD**,100KM,"$134,888",Red,https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-tesla-model-s-2241239/
2014 BMW i8,"ONLY 7, 000 kms! - Navigation","7,000KM","$137,888",White,https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-bmw-i8-2178169/
2015 Tesla Model S,P85D AWD | **SOLD**,"15,500KM","$139,970",Grey,https://www.carpages.ca/used-cars/manitoba/winnipeg/2015-tesla-model-s-2153982/
2014 Tesla Model S,"P8**SOLD**  Auto-Pilot, Ludicr","21,800KM","$137,620",Grey,https://www.carpages.ca/used-cars/manitoba/winnipeg/2014-tesla-model-s-2126938/
2015 Tesla Model S,85D,"81,800KM",$CALL,Red,https://www.carpages.ca/used-cars/ontario/oakville/2015-tesla-model-s-6281739/
2017 Ford C-MAX,Titanium,"31,862KM",$CALL,Gray,https://www.carpages.ca/used-cars/ontario/hamilton/2017-ford-c-max-6281070/
2021 Jeep Wrangler,Sahara,80KM,$CALL,Sting-Grey,https://www.carpages.ca/new-cars/ontario/guelph/2021-jeep-wrangler-6278631/
2021 Toyota Sienna,XSE,6KM,$CALL,White,https://www.carpages.ca/new-cars/ontario/renfrew/2021-toyota-sienna-6275397/
2020 Ford Escape,Titanium Hybrid,CALL,$CALL,Star White Tri-Coat,https://www.carpages.ca/new-cars/saskatchewan/regina/2020-ford-escape-6273141/
2020 Ford Escape,Titanium Hybrid,CALL,$CALL,Ingot Silver Metallic,https://www.carpages.ca/new-cars/saskatchewan/regina/2020-ford-escape-6273138/
2020 Ford Escape,Titanium Hybrid,CALL,$CALL,Star White Tri-Coat,https://www.carpages.ca/new-cars/saskatchewan/regina/2020-ford-escape-6273135/
2021 Jeep Wrangler,Rubicon  - Rubicon Decal -  Dana Axles,1KM,$CALL,Grey,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-jeep-wrangler-6269292/
2017 Chevrolet Volt,Premier,"73,975KM",$CALL,Dark Grey,https://www.carpages.ca/used-cars/quebec/roxboro/2017-chevrolet-volt-6269184/
2013 Ford F-150,XLT,"124,391KM",$CALL,White,https://www.carpages.ca/used-cars/manitoba/brandon/2013-ford-f-150-6264186/
2016 Chevrolet Malibu,HYBRID,"124,250KM",$CALL,Blue,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2016-chevrolet-malibu-6262995/
2021 Jeep Wrangler,ALTITUDE,70KM,$CALL,Granite Crystal Metallic,https://www.carpages.ca/new-cars/ontario/guelph/2021-jeep-wrangler-6237189/
2016 Hyundai Sonata,Hybrid Limited,"87,100KM",$CALL,Black,https://www.carpages.ca/used-cars/ontario/brantford/2016-hyundai-sonata-6235983/
2021 Toyota Venza,XLE,2KM,$CALL,White,https://www.carpages.ca/new-cars/ontario/renfrew/2021-toyota-venza-6233496/
2020 Hyundai IONIQ,Electric Preferred  - Navigation,7KM,$CALL,Iron Grey,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-hyundai-ioniq-6224823/
2017 Ford Fusion,SE Hybrid,"128,000KM",$CALL,Black,https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2017-ford-fusion-6224544/
2020 Ford Fusion,Hybrid Titanium,CALL,$CALL,Silver,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2020-ford-fusion-6222573/
2020 Ford Fusion,Hybrid Titanium,CALL,$CALL,Silver,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2020-ford-fusion-6222576/
2020 Ford Fusion,Hybrid Titanium,CALL,$CALL,White,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2020-ford-fusion-6222570/
2019 Ford Fusion,"Hybrid Titanium LOCAL BC, NO ACCIDENTS, NAV, MOONROOF, SYNC 3, 360 CAMERA, LANE KEEPING, ADAPTIVE CRUISE, LOADED","20,977KM",$CALL,White,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-ford-fusion-6208914/
2019 Ford Fusion,Hybrid Titanium,"34,807KM",$CALL,Grey,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2019-ford-fusion-6207951/
2020 Ford Fusion,Hybrid Titanium Sunroof Leather Adaptive Cruise Lane Keeping,"21,529KM",$CALL,Black,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6204954/
2020 Ford Fusion,Hybrid Titanium Sunroof Leather Adaptive Cruise Lane Keeping,"16,865KM",$CALL,White,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6204951/
2020 Ford Fusion,Hybrid Titanium Sunroof Leather Adaptive Cruise Lane Keeping,"14,378KM",$CALL,Silver,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6204942/
2020 Ford Fusion,Hybrid Titanium Sunroof Leather Adaptive Cruise Lane Keeping,"23,646KM",$CALL,White,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6204939/
2020 Ford Fusion,Hybrid Titanium Sunroof Leather Adaptive Cruise Lane Keeping,"13,113KM",$CALL,Blue,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6204930/
2020 Ford Fusion,Hybrid Titanium Sunroof Leather Adaptive Cruise Lane Keeping,"26,669KM",$CALL,Black,https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-6204924/
2021 Ford Explorer,Limited - $350 B/W,CALL,$CALL,Grey,https://www.carpages.ca/new-cars/ontario/port-elgin/2021-ford-explorer-6197925/
2020 Ford Escape,Titanium Hybrid,16KM,$CALL,Blue,https://www.carpages.ca/new-cars/manitoba/brandon/2020-ford-escape-6196410/
2020 Ford Escape,Hybrid Titanium,CALL,$CALL,Magnetic,https://www.carpages.ca/new-cars/new-brunswick/woodstock/2020-ford-escape-6191328/
2018 Mitsubishi Outlander,Phev GT S-AWC,"5,450KM",$CALL,Black,https://www.carpages.ca/used-cars/british-columbia/surrey/2018-mitsubishi-outlander-6179181/
2021 Lincoln Aviator,Grand Touring *INCOMIMG,CALL,$CALL,Ocean Drive Blue,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-lincoln-aviator-6172254/
2021 Ford Explorer,LIMITED,CALL,$CALL,Agate Black,https://www.carpages.ca/new-cars/ontario/north-bay/2021-ford-explorer-6157350/
2021 Toyota Highlander,Hybrid Limited,CALL,$CALL,Blue,https://www.carpages.ca/new-cars/ontario/ancaster/2021-toyota-highlander-6136002/
2021 Toyota Highlander,Hybrid Limited,CALL,$CALL,White,https://www.carpages.ca/new-cars/ontario/ancaster/2021-toyota-highlander-6135987/
2020 Ford Fusion,"Hybrid Titanium NO ACCIDENTS, MOONROOF, NAV, BLIS, LANE KEEPING SYSTEM, ADAPTIVE CRUISE, ONLY 1,100 KM, LIKE NEW","1,150KM",$CALL,Grey,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-ford-fusion-6109839/
2020 Ford Fusion,"Hybrid Titanium LOCAL BC, NO ACCIDENTS, MOONROOF, NAV, BLIS, LANE KEEPING SYSTEM, ADAPTIVE CRUISE, LOADED","18,907KM",$CALL,Blue,https://www.carpages.ca/used-cars/british-columbia/surrey/2020-ford-fusion-6109836/
2020 Ford F-250,Super Duty SRW XL,CALL,$CALL,Oxford White,https://www.carpages.ca/new-cars/ontario/thornhill/2020-ford-f-250-6109776/
2020 Ford F-250,Super Duty SRW XL,CALL,$CALL,Oxford White,https://www.carpages.ca/new-cars/ontario/thornhill/2020-ford-f-250-6109773/
2014 Ford Fusion Plug In Hybrid,TITANIUM,"125,273KM",$CALL,Blue,https://www.carpages.ca/used-cars/ontario/cornwall/2014-ford-fusion-plug-in-hybrid-6072306/
2018 Chevrolet Bolt,EV LT,"82,134KM",$CALL,Orange,https://www.carpages.ca/used-cars/ontario/brockville/2018-chevrolet-bolt-6041517/
2020 Kia NIRO,PLUG-IN Hybrid EX Premium,CALL,$CALL,Blue,https://www.carpages.ca/new-cars/ontario/hamilton/2020-kia-niro-6039657/
2020 Ford F-150,XLT,CALL,$CALL,Black,https://www.carpages.ca/new-cars/manitoba/brandon/2020-ford-f-150-6037443/
2020 Mitsubishi Outlander,Phev SEL S-AWC,20KM,$CALL,Silver,https://www.carpages.ca/new-cars/ontario/mississauga/2020-mitsubishi-outlander-6032109/
2020 Kia NIRO,PLUG-IN Hybrid EX Premium,CALL,$CALL,Grey,https://www.carpages.ca/new-cars/ontario/hamilton/2020-kia-niro-6024183/
2020 Kia NIRO,L,CALL,$CALL,Grey,https://www.carpages.ca/new-cars/ontario/hamilton/2020-kia-niro-6024180/
2020 Kia NIRO,L,CALL,$CALL,Grey,https://www.carpages.ca/new-cars/ontario/hamilton/2020-kia-niro-6024177/
2020 Kia NIRO,L,CALL,$CALL,White,https://www.carpages.ca/new-cars/ontario/hamilton/2020-kia-niro-6024174/
2015 Toyota Prius,V HYBRID + BACK-UP CAMERA + AIR CONDITIONING,CALL,$CALL,White,https://www.carpages.ca/used-cars/british-columbia/vancouver/2015-toyota-prius-6001134/
2020 Ford Escape,Titanium Hybrid,"1,053KM",$CALL,Green,https://www.carpages.ca/used-cars/ontario/waterloo/2020-ford-escape-5994687/
2021 Toyota Highlander,Hybrid Limited,CALL,$CALL,Grey,https://www.carpages.ca/new-cars/ontario/ancaster/2021-toyota-highlander-5933037/
2021 Toyota Highlander,Hybrid Limited,CALL,$CALL,Blue,https://www.carpages.ca/new-cars/ontario/ancaster/2021-toyota-highlander-5933031/
2019 Ford Fusion,"Hybrid Titanium - S.Roof, Navigation & Leather!!","20,000KM",$CALL,Brown,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-ford-fusion-5862966/
2020 Ford Escape,Titanium Hybrid - Sunroof - $238 B/W,CALL,$CALL,Black,https://www.carpages.ca/new-cars/ontario/port-elgin/2020-ford-escape-5821284/
2020 Lincoln Aviator,Grand Touring GRAND TOURING,CALL,$CALL,Black,https://www.carpages.ca/new-cars/ontario/cornwall/2020-lincoln-aviator-5787537/
2020 Honda Accord,Hybrid Touring HONDA SENSING TECHNOLOGIES | HEAD-UP DISPLAY | REMOTE ENGINE STARTER,20KM,$CALL,Black,https://www.carpages.ca/new-cars/ontario/cambridge/2020-honda-accord-5736351/
2020 Honda Accord,Hybrid Touring APPLE CARPLAY™ & ANDROID AUTO™ | HEAD-UP DISPLAY | HONDA SENSING TECHNOLOGIES,20KM,$CALL,White,https://www.carpages.ca/new-cars/ontario/cambridge/2020-honda-accord-5736345/
2020 Honda Accord,Hybrid APPLE CARPLAY™ & ANDROID AUTO™ | PUSH BUTTON START | HONDA SENSING TECHNOLOGIES,20KM,$CALL,Black,https://www.carpages.ca/new-cars/ontario/cambridge/2020-honda-accord-5736348/
2015 Subaru XV Crosstrek,AWD VX Premium Roof BCam,"110,318KM",$CALL,Gray,https://www.carpages.ca/used-cars/alberta/red-deer/2015-subaru-xv-crosstrek-5710770/
2021 Toyota RAV4,Hybrid Limited,CALL,$CALL,White,https://www.carpages.ca/new-cars/ontario/ancaster/2021-toyota-rav4-5710488/
2020 Toyota Camry,HYBRID LE,CALL,$CALL,White,https://www.carpages.ca/new-cars/ontario/ancaster/2020-toyota-camry-5676522/
2021 Honda Insight,APPLE CARPLAY™ & ANDROID AUTO™ | E-CVT TRANSMISSION | HONDA SENSING TECHNOLOGIES,20KM,$CALL,White,https://www.carpages.ca/new-cars/ontario/cambridge/2021-honda-insight-5653383/
2021 Toyota Corolla,Hybrid,1KM,$CALL,Blue,https://www.carpages.ca/new-cars/ontario/renfrew/2021-toyota-corolla-5641359/
2020 Honda Accord,Hybrid Touring HONDA SENSING TECHNOLOGIES | HEAD-UP DISPLAY | REMOTE ENGINE STARTER,20KM,$CALL,Black,https://www.carpages.ca/new-cars/ontario/cambridge/2020-honda-accord-5563626/
2020 Honda Accord,Hybrid Touring HONDA SENSING TECHNOLOGIES | HEAD-UP DISPLAY | REMOTE ENGINE STARTER,20KM,$CALL,Black,https://www.carpages.ca/new-cars/ontario/cambridge/2020-honda-accord-5563620/
2020 Toyota Highlander,HYBRID LE,CALL,$CALL,Silver,https://www.carpages.ca/new-cars/ontario/ancaster/2020-toyota-highlander-5547150/
2019 Ford Fusion,"Hybrid Titanium NAV, ROOF, LEATHER, HEATED SEATS","21,739KM",$CALL,White,https://www.carpages.ca/used-cars/ontario/mississauga/2019-ford-fusion-5516802/
2020 Ford Escape,Titanium Hybrid,CALL,$CALL,Gold,https://www.carpages.ca/new-cars/manitoba/roblin/2020-ford-escape-5405438/
2021 Honda Insight,Touring APPLE CARPLAY™ & ANDROID AUTO™ | LANEWATCH™ CAMERA | E-CVT TRANSMISSION,20KM,$CALL,Blue,https://www.carpages.ca/new-cars/ontario/cambridge/2021-honda-insight-5288075/
2020 Toyota Camry,HYBRID LE,CALL,$CALL,White,https://www.carpages.ca/new-cars/ontario/ancaster/2020-toyota-camry-5151176/
2020 Honda Insight,Touring,15KM,$CALL,White,https://www.carpages.ca/new-cars/ontario/whitchurch-stouffville/2020-honda-insight-4887852/
2020 Toyota Prius,UpGrade,2KM,$CALL,Grey,https://www.carpages.ca/new-cars/ontario/renfrew/2020-toyota-prius-4881348/
2020 Mitsubishi Outlander,Phev GT S-AWC|CARPLAY,10KM,$CALL,Black,https://www.carpages.ca/new-cars/ontario/mississauga/2020-mitsubishi-outlander-4862601/
2020 Mitsubishi Outlander,Phev GT S-AWC|CARPLAY,10KM,$CALL,Black,https://www.carpages.ca/new-cars/ontario/mississauga/2020-mitsubishi-outlander-4862499/
2020 Mitsubishi Outlander,Phev LE S-AWC|CARPLAY,10KM,$CALL,White,https://www.carpages.ca/new-cars/ontario/mississauga/2020-mitsubishi-outlander-4862475/
2020 Toyota Highlander,HYBRID LE,CALL,$CALL,Black,https://www.carpages.ca/new-cars/ontario/ancaster/2020-toyota-highlander-4850937/
2020 Ford Fusion,Hybrid SEL - $198 B/W,CALL,$CALL,Red,https://www.carpages.ca/new-cars/ontario/port-elgin/2020-ford-fusion-4830018/
2020 Toyota Corolla,Hybrid,CALL,$CALL,Grey,https://www.carpages.ca/new-cars/ontario/ancaster/2020-toyota-corolla-4808445/
2020 Toyota Highlander,HYBRID LE,CALL,$CALL,Grey,https://www.carpages.ca/new-cars/ontario/ancaster/2020-toyota-highlander-4808388/
2020 Toyota Camry,HYBRID LE,6KM,$CALL,White,https://www.carpages.ca/new-cars/ontario/renfrew/2020-toyota-camry-4800891/
2020 Honda Accord,Hybrid Touring APPLE CARPLAY™ & ANDROID AUTO™ | HEAD-UP DISPLAY | REMOTE ENGINE STARTER,2KM,$CALL,Black,https://www.carpages.ca/new-cars/ontario/cambridge/2020-honda-accord-4793322/
2015 Lexus RX 450h,AWD LUXURY,CALL,$CALL,Silver,https://www.carpages.ca/used-cars/alberta/red-deer/2015-lexus-rx-450h-4761924/
2020 Toyota Camry,HYBRID SE,5KM,$CALL,Black,https://www.carpages.ca/new-cars/ontario/renfrew/2020-toyota-camry-4744488/
2020 Ford Transit,Passenger Wagon XLT,20KM,$CALL,White,https://www.carpages.ca/new-cars/manitoba/brandon/2020-ford-transit-4517640/
2018 Toyota Prius,c Base BCam,"3,787KM",$CALL,White,https://www.carpages.ca/used-cars/alberta/red-deer/2018-toyota-prius-3221466/
2019 Honda Insight,HYBRID + HONDA SENSING + HEATED SEATS,"6,900KM",$CALL,Black,https://www.carpages.ca/used-cars/british-columbia/vancouver/2019-honda-insight-3128851/
2013 Honda CR-Z,Premium Leather Nav BCam,"121,791KM",$CALL,Green,https://www.carpages.ca/used-cars/alberta/red-deer/2013-honda-cr-z-3080623/
2021 Toyota Camry,HYBRID LE,10KM,"$32,680.70",White,https://www.carpages.ca/new-cars/ontario/stouffville/2021-toyota-camry-6280689/
2021 Toyota Camry,Hybrid XSE,19KM,"$40,229.70",Silver,https://www.carpages.ca/new-cars/ontario/hamilton/2021-toyota-camry-6280350/
2021 Toyota Highlander Hybrid,LE AWD,1KM,"$48,038.25",01J9 GRY,https://www.carpages.ca/new-cars/manitoba/portage-la-prairie/2021-toyota-highlander-hybrid-6279795/
2020 Ford Escape,Titanium Hybrid,CALL,"$43,049",Star White Tri-Coat,https://www.carpages.ca/new-cars/nova-scotia/halifax/2020-ford-escape-6279432/
2021 Land Rover Range Rover,Sport HSE Silver,CALL,"$99,400",Santorini Black Metallic,https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-land-rover-range-rover-6278391/
2020 Land Rover Defender,SE,CALL,"$87,395",1AA FUJI WHITE,https://www.carpages.ca/new-cars/nova-scotia/halifax/2020-land-rover-defender-6278385/
2020 Land Rover Defender,HSE,CALL,"$99,830",Pangea Green Metallic,https://www.carpages.ca/new-cars/nova-scotia/halifax/2020-land-rover-defender-6278382/
2021 Ford F-150,XLT,26KM,"$56,499",Agate Black Metallic,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-6278325/
2021 Ford F-150,XLT,26KM,"$55,964",Oxford White,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ford-f-150-6278322/
2021 Toyota Sienna,SIENNA HYBRID,CALL,"$41,960",Midnight Black Metallic,https://www.carpages.ca/new-cars/ontario/north-bay/2021-toyota-sienna-6277242/
